Aop:21	Event:947	increased				MESH	D009026	mortality
Aop:23	Event:360	decreased	PCO	PCO:0000001	population of organisms	PCO	PCO:0000008	population growth rate
Aop:23	Event:25	increased	PR	PR:000004191	androgen receptor	GO	GO:0004882	androgen receptor activity
Aop:23	Event:274	decreased	CHEBI	CHEBI:17347	testosterone	GO	GO:0061370	testosterone biosynthetic process
Aop:23	Event:3	decreased	CHEBI	CHEBI:16469	17beta-estradiol	GO	GO:0006703	estrogen biosynthetic process
Aop:23	Event:219	decreased	CHEBI	CHEBI:16469	17beta-estradiol			
Aop:23	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0010467	gene expression
Aop:23	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0009306	protein secretion
Aop:23	Event:78	decreased				VT	VT:1000294	egg quantity
Aop:23	Event:221	decreased	MESH	D014819	vitellogenins			
Aop:23	Event:309	decreased	MESH	D014819	vitellogenins	GO	GO:0006898	receptor-mediated endocytosis
Aop:23	Event:309	decreased				GO	GO:0001555	oocyte growth
Aop:23	Event:309	decreased				GO	GO:0048599	oocyte development
Aop:23	Event:129	decreased	CHEBI	CHEBI:81568	Luteinizing hormone			
Aop:23	Event:129	decreased	CHEBI	CHEBI:81569	Follicle stimulating hormone			
Aop:25	Event:360	decreased	PCO	PCO:0000001	population of organisms	PCO	PCO:0000008	population growth rate
Aop:25	Event:36	decreased	PR	PR:000006100	aromatase	GO	GO:0070330	aromatase activity
Aop:25	Event:219	decreased	CHEBI	CHEBI:16469	17beta-estradiol			
Aop:25	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0010467	gene expression
Aop:25	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0009306	protein secretion
Aop:25	Event:309	decreased	MESH	D014819	vitellogenins	GO	GO:0006898	receptor-mediated endocytosis
Aop:25	Event:309	decreased				GO	GO:0001555	oocyte growth
Aop:25	Event:309	decreased				GO	GO:0048599	oocyte development
Aop:25	Event:3	decreased	CHEBI	CHEBI:16469	17beta-estradiol	GO	GO:0006703	estrogen biosynthetic process
Aop:25	Event:78	decreased				VT	VT:1000294	egg quantity
Aop:25	Event:221	decreased	MESH	D014819	vitellogenins			
Aop:26	Event:51	decreased	GO	GO:0090534	calcium ion-transporting ATPase complex	GO	GO:0005388	calcium-transporting ATPase activity
Aop:26	Event:50	increased	CHEBI	CHEBI:39124	calcium ion			
Aop:26	Event:178	disrupted	GO	GO:0005746	mitochondrial respiratory chain			
Aop:26	Event:40	decreased	CHEBI	CHEBI:15422	ATP	GO	GO:0006754	ATP biosynthetic process
Aop:26	Event:257	increased	CHEBI	CHEBI:26523	reactive oxygen species	GO	GO:1903409	reactive oxygen species biosynthetic process
Aop:26	Event:193	decreased	CHEBI	CHEBI:16480	nitric oxide			
Aop:26	Event:166	decreased				GO	GO:0060291	long-term synaptic potentiation
Aop:26	Event:356	increased				MP	MP:0003674	oxidative stress
Aop:27	Event:41	decreased	PR	PR:000003549	bile salt export pump	GO	GO:0006810	transport
Aop:27	Event:288	increased	PR	PR:000011396	bile acid receptor	GO	GO:0010467	gene expression
Aop:27	Event:214	increased	UBERON	UBERON:0001970	bile			
Aop:27	Event:87	increased	FMA	FMA:84050	Cytokine	GO	GO:0050663	cytokine secretion
Aop:27	Event:149	increased				GO	GO:0006954	inflammatory response
Aop:27	Event:249	increased	CHEBI	CHEBI:26523	reactive oxygen species	GO	GO:1903409	reactive oxygen species biosynthetic process
Aop:27	Event:209	increased				MP	MP:0003674	oxidative stress
Aop:27	Event:357	occurrence	MESH	D002779	cholestasis			
Aop:28	Event:79	decreased	PR	PR:000013427	prostaglandin G/H synthase 1	GO	GO:0004666	prostaglandin-endoperoxide synthase activity
Aop:28	Event:79	decreased	PR	PR:000013428	prostaglandin G/H synthase 2	GO	GO:0004666	prostaglandin-endoperoxide synthase activity
Aop:28	Event:243	decreased	CHEBI	CHEBI:15551	prostaglandin E2			
Aop:28	Event:49	decreased	CHEBI	CHEBI:39124	calcium ion	GO	GO:0006816	calcium ion transport
Aop:28	Event:49	decreased	CHEBI	CHEBI:17544	hydrogencarbonate	GO	GO:0015701	bicarbonate transport
Aop:28	Event:106	decreased	UBERON	UBERON:0005079	eggshell			
Aop:28	Event:119	functional change	UBERON	UBERON:0005079	eggshell			
Aop:28	Event:253	abnormal				GO	GO:0044703	multi-organism reproductive process
Aop:29	Event:111	increased	PR	PR:000007204	estrogen receptor	GO	GO:0030284	estrogen receptor activity
Aop:29	Event:78	decreased				VT	VT:1000294	egg quantity
Aop:29	Event:220	increased	MESH	D014819	vitellogenins			
Aop:29	Event:307	increased	MESH	D014819	vitellogenins	GO	GO:0010467	gene expression
Aop:29	Event:252	increased				MESH	D007674	Kidney Diseases
Aop:29	Event:360	decreased	PCO	PCO:0000001	population of organisms	PCO	PCO:0000008	population growth rate
Aop:29	Event:363	abnormal				GO	GO:0019098	reproductive behavior
Aop:29	Event:339	abnormal				GO	GO:0002164	larval development
Aop:29	Event:364	abnormal	UBERON	UBERON:0003133	reproductive organ	GO	GO:0032502	developmental process
Aop:30	Event:360	decreased	PCO	PCO:0000001	population of organisms	PCO	PCO:0000008	population growth rate
Aop:30	Event:112	decreased	PR	PR:000007204	estrogen receptor	GO	GO:0030284	estrogen receptor activity
Aop:30	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0010467	gene expression
Aop:30	Event:285	decreased	MESH	D014819	vitellogenins	GO	GO:0009306	protein secretion
Aop:30	Event:221	decreased	MESH	D014819	vitellogenins			
Aop:30	Event:309	decreased	MESH	D014819	vitellogenins	GO	GO:0006898	receptor-mediated endocytosis
Aop:30	Event:309	decreased				GO	GO:0001555	oocyte growth
Aop:30	Event:309	decreased				GO	GO:0048599	oocyte development
Aop:30	Event:78	decreased				VT	VT:1000294	egg quantity
Aop:31	Event:213	increased				GO	GO:0006788	heme oxidation
Aop:31	Event:21	abnormal	PR	PR:P69905	hemoglobin subunit alpha (human)	GO	GO:0010467	gene expression
Aop:31	Event:211	increased				MP	MP:0003674	oxidative stress
Aop:31	Event:250	increased	MESH	D006461	hemolysis			
Aop:31	Event:118	increased	CHEBI	CHEBI:35703	xenobiotic	GO	GO:0042541	hemoglobin biosynthetic process
Aop:31	Event:118	increased				GO	GO:0030492	hemoglobin binding
Aop:31	Event:131	decreased	PR	PR:000007749	glucose-6-phosphate 1-dehydrogenase	GO	GO:0010467	gene expression
Aop:31	Event:246	increased	CL	CL:0000232	erythrocyte			
Aop:31	Event:246	increased				MP	MP:0010019	liver vascular congestion
Aop:31	Event:161	increased	MESH	D006486	hemosiderosis			
Aop:31	Event:173	increased	MESH	D008708	Methemoglobinemia			
Aop:31	Event:173	decreased	CHEBI	CHEBI:35143	hemoglobin			
Aop:31	Event:173	increased	CL	CL:0000232	erythrocyte			
Aop:31	Event:321	occurrence	MESH	D003490	Cyanosis			
Aop:32	Event:77	increased	CHEBI	CHEBI:39185	thiamethoxam	GO	GO:0008152	metabolic process
Aop:32	Event:77	increased	CHEBI	CHEBI:25212	metabolite	GO	GO:0008152	metabolic process
Aop:32	Event:164	decreased				HP	HP:0001410	Decreased liver function
Aop:32	Event:147	decreased	PR	PR:000011326	nitric oxide synthase, brain	GO	GO:0004517	nitric-oxide synthase activity
Aop:32	Event:270	increased				MI	MI:2141	hepatotoxicity
Aop:32	Event:269	increased				GO	GO:0072574	hepatocyte proliferation
Aop:32	Event:347	increased	MESH	D006528	hepatocellular carcinoma			
Aop:33	Event:9	increased	PR	PR:000001168	5-hydroxytryptamine receptor 2C	GO	GO:0023052	signaling
Aop:33	Event:759	increased				MP	MP:0003606	kidney failure
Aop:34	Event:167	increased	PR	PR:000011394	oxysterols receptor LXR-beta	GO	GO:0023052	signaling
Aop:34	Event:167	increased	PR	PR:000011395	oxysterols receptor LXR-alpha	GO	GO:0023052	signaling
Aop:34	Event:54	increased	PR	PR:000001905	platelet glycoprotein 4	GO	GO:0010467	gene expression
Aop:34	Event:115	increased	CHEBI	CHEBI:35366	fatty acid	GO	GO:2000193	positive regulation of fatty acid transport
Aop:34	Event:66	increased	PR	PR:000010460	carbohydrate-responsive element-binding protein	GO	GO:0023052	signaling
Aop:34	Event:264	increased	PR	PR:000015611	sterol regulatory element-binding protein 1	GO	GO:0032933	SREBP signaling pathway
Aop:34	Event:116	increased	PR	PR:000007348	fatty acid synthase	GO	GO:0004312	fatty acid synthase activity
Aop:34	Event:258	increased	PR	PR:000014497	acyl-CoA desaturase	GO	GO:0010467	gene expression
Aop:34	Event:89	increased	CHEBI	CHEBI:35366	fatty acid	GO	GO:0006633	fatty acid biosynthetic process
Aop:34	Event:291	increased	CHEBI	CHEBI:17855	triglyceride			
Aop:34	Event:176	functional change	GO	GO:0005739	mitochondrion	GO	GO:0061726	mitochondrion disassembly
Aop:34	Event:345	occurrence	MESH	D005234	fatty liver			
Aop:34	Event:228	increased	PR	PR:000013058	peroxisome proliferator-activated receptor gamma	GO	GO:0035357	peroxisome proliferator activated receptor signaling pathway
Aop:35	Event:46	increased	GO	GO:0016020	membrane			
Aop:35	Event:169	abnormal	GO	GO:0005886	plasma membrane			
Aop:36	Event:231	decreased	PR	PR:000013056	peroxisome proliferator-activated receptor alpha	GO	GO:0035357	peroxisome proliferator activated receptor signaling pathway
Aop:36	Event:232	decreased	PR	PR:000013057	peroxisome proliferator-activated receptor delta	GO	GO:0035357	peroxisome proliferator activated receptor signaling pathway
Aop:36	Event:233	decreased	PR	PR:000013058	peroxisome proliferator-activated receptor gamma	GO	GO:0035357	peroxisome proliferator activated receptor signaling pathway
Aop:36	Event:327	increased	CHEBI	CHEBI:35366	fatty acid			
Aop:36	Event:140	decreased	PR	PR:000008774	3-hydroxyacyl-CoA dehydrogenase type-2	GO	GO:0010467	gene expression
Aop:36	Event:179	decreased	CHEBI	CHEBI:35366	fatty acid	GO	GO:0006635	fatty acid beta-oxidation
Aop:36	Event:8	decreased	PR	PR:000008774	3-hydroxyacyl-CoA dehydrogenase type-2	GO	GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity
Aop:37	Event:227	increased	PR	PR:000013056	peroxisome proliferator-activated receptor alpha	GO	GO:0035357	peroxisome proliferator activated receptor signaling pathway
Aop:37	Event:716	increased	CL	CL:0000422	mitogenic signaling cell	GO	GO:0008283	cell proliferation
Aop:37	Event:716	increased	CL	CL:0000182	hepatocyte	GO	GO:0072574	hepatocyte proliferation
Aop:37	Event:719	increased	MESH	D000236	Adenoma			
Aop:37	Event:719	increased	MESH	D002277	Carcinoma			
Aop:37	Event:719	increased	MESH	D000236	Adenoma	MESH	D006528	hepatocellular carcinoma
Aop:38	Event:344	occurrence	UBERON	UBERON:0002107	liver	MP	MP:0003333	liver fibrosis
Aop:38	Event:244	increased				GO	GO:0008213	protein alkylation
Aop:38	Event:55	increased				GO	GO:0008219	cell death
Aop:38	Event:265	increased	CL	CL:0000632	hepatic stellate cell	GO	GO:0035733	hepatic stellate cell activation
Aop:38	Event:68	increased	CHEBI	CHEBI:3815	collagen	GO	GO:0032964	collagen biosynthetic process
Aop:38	Event:1492	increased				GO	GO:0002263	cell activation involved in immune response
Aop:38	Event:1493	increased				GO	GO:0002526	acute inflammatory response
Aop:39	Event:313	increased				MESH	D012130	Respiratory Hypersensitivity
Aop:39	Event:398	increased				GO	GO:0001775	cell activation
Aop:39	Event:398	increased				GO	GO:0002396	MHC protein complex assembly
Aop:39	Event:272	increased	CL	CL:0000084	T cell	GO	GO:0042110	T cell activation
Aop:39	Event:272	increased	CL	CL:0000813	memory T cell	GO	GO:0008283	cell proliferation
Aop:39	Event:396	increased	CHEBI	CHEBI:59739	electrophilic reagant	GO	GO:0005515	protein binding
Aop:39	Event:1496	increased	FMA	FMA:84050	Cytokine	GO	GO:0002534	cytokine production involved in inflammatory response
Aop:39	Event:1496	increased	FMA	FMA:241981	Chemokine	GO	GO:0090195	chemokine secretion
Aop:39	Event:1496	increased				GO	GO:0006956	complement activation
Aop:39	Event:1496	increased	FMA	FMA:86578	Interleukin			
Aop:40	Event:396	increased	CHEBI	CHEBI:59739	electrophilic reagant	GO	GO:0005515	protein binding
Aop:40	Event:826	increased				GO	GO:0032980	keratinocyte activation
Aop:40	Event:826	increased				GO	GO:0002534	cytokine production involved in inflammatory response
Aop:40	Event:398	increased				GO	GO:0001775	cell activation
Aop:40	Event:398	increased				GO	GO:0002396	MHC protein complex assembly
Aop:40	Event:272	increased	CL	CL:0000084	T cell	GO	GO:0042110	T cell activation
Aop:40	Event:272	increased	CL	CL:0000813	memory T cell	GO	GO:0008283	cell proliferation
Aop:41	Event:139	occurrence	MESH	D008107	Liver Diseases			
Aop:41	Event:165	increased	PR	PR:000003858	aryl hydrocarbon receptor	GO	GO:0023052	signaling
Aop:41	Event:853	abnormal				GO	GO:0019725	cellular homeostasis
Aop:41	Event:853	decreased				GO	GO:0006915	apoptotic process
Aop:41	Event:854	abnormal	FMA	FMA:63179	Liver cell	GO	GO:0008283	cell proliferation
Aop:41	Event:854	increased	CL	CL:0002196	hepatic oval stem cell	MESH	D006965	hyperplasia
Aop:41	Event:854	increased	CL	CL:0002538	intrahepatic bile duct epithelial cell	MESH	D006965	hyperplasia
Aop:41	Event:856	increased	MESH	D006528	hepatocellular carcinoma			
Aop:41	Event:856	increased	MESH	D001650	Bile Duct Neoplasms			
Aop:42	Event:279	decreased	PR	PR:000016584	thyroid peroxidase	GO	GO:0004447	iodide peroxidase activity
Aop:42	Event:277	decreased	CHEBI	CHEBI:60311	thyroid hormone	GO	GO:0006590	thyroid hormone generation
Aop:42	Event:281	decreased	CHEBI	CHEBI:30660	thyroxine	MP	MP:0005475	abnormal circulating thyroxine level
Aop:42	Event:280	decreased	CHEBI	CHEBI:30660	thyroxine	GO	GO:0010817	regulation of hormone levels
Aop:42	Event:402	decreased				GO	GO:0007611	learning or memory
Aop:42	Event:402	decreased				GO	GO:0050890	cognition
Aop:42	Event:756	abnormal	UBERON	UBERON:0002421	hippocampal formation	GO	GO:0010468	regulation of gene expression
Aop:42	Event:757	morphological change	UBERON	UBERON:0002421	hippocampal formation	GO	GO:0007420	brain development
Aop:42	Event:758	abnormal	GO	GO:0045202	synapse	GO	GO:0007268	chemical synaptic transmission
Aop:43	Event:305	decreased	PR	PR:000002112	vascular endothelial growth factor receptor 2	GO	GO:0043184	vascular endothelial growth factor receptor 2 binding
Aop:43	Event:305	decreased	PR	PR:000007563	vascular endothelial growth factor receptor 1	GO	GO:0043184	vascular endothelial growth factor receptor 2 binding
Aop:43	Event:28	decreased				GO	GO:0001525	angiogenesis
Aop:43	Event:110	abnormal				GO	GO:0003158	endothelium development
Aop:43	Event:298	decreased	UBERON	UBERON:0000178	blood	GO	GO:0008015	blood circulation
Aop:43	Event:298	abnormal	UBERON	UBERON:0035753	capillary plexus			
Aop:43	Event:1001	morphological change				GO	GO:0009653	anatomical structure morphogenesis
Aop:46	Event:373	abnormal	FMA	FMA:67194	Nuclear deoxyribonucleic acid	GO	GO:0006305	DNA alkylation
Aop:46	Event:378	increased	MESH	D006528	hepatocellular carcinoma			
Aop:46	Event:376	increased	PR	PR:000003035	cellular tumor antigen p53	MESH	D009154	mutation
Aop:46	Event:409	increased				GO	GO:0008152	metabolic process
Aop:46	Event:491	increased	CL	CL:0000182	hepatocyte	GO	GO:0072574	hepatocyte proliferation
Aop:46	Event:493	functional change	FMA	FMA:67194	Nuclear deoxyribonucleic acid	GO	GO:0006281	DNA repair
Aop:48	Event:177	functional change	GO	GO:0005739	mitochondrion			
Aop:48	Event:341	decreased				GO	GO:0007612	learning
Aop:48	Event:341	decreased				GO	GO:0007613	memory
Aop:48	Event:55	increased				GO	GO:0008219	cell death
Aop:48	Event:352	increased				MP	MP:0002229	neurodegeneration
Aop:48	Event:388	increased	GO	GO:0017146	NMDA selective glutamate receptor complex	GO	GO:0004972	NMDA glutamate receptor activity
Aop:48	Event:389	increased	CHEBI	CHEBI:39124	calcium ion	GO	GO:0006816	calcium ion transport
Aop:48	Event:618	decreased				GO	GO:0099536	synaptic signaling
